M,Issuance province,port,Brand,Model,Year of manufacture,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,General total,Country,Shape,Fuel_Type
4161.0,Giza,Sheikh Zayed Traffic Unit,BMW,I 320,,,,,1.0,1.0,Germany,Sedan,Petrol
4162.0,Giza,Sheikh Zayed Traffic Unit,BMW,M3,,,,,1.0,1.0,Germany,Sedan,Petrol
4163.0,Giza,Sheikh Zayed Traffic Unit,Toyota,Corolla,,,1.0,,8.0,9.0,Japan,Sedan,Petrol
4164.0,Giza,Sheikh Zayed Traffic Unit,Toyota,Urban Cruiser,,,,,2.0,2.0,Japan,SUV,Petrol
4165.0,Giza,Sheikh Zayed Traffic Unit,Toyota,Rush,,1.0,,,,1.0,Japan,SUV,Petrol
4166.0,Giza,Sheikh Zayed Traffic Unit,BYD,SEAGULL,,,,3.0,,3.0,China,Hatchback,Electric
4167.0,Giza,Sheikh Zayed Traffic Unit,BYD,leopard 5,,,,3.0,,3.0,China,SUV,Electric
4168.0,Giza,Sheikh Zayed Traffic Unit,BYD,SEA LION 06,,,,2.0,,2.0,China,SUV,Electric
4169.0,Giza,Sheikh Zayed Traffic Unit,BYD,yuan plus,,,,1.0,,1.0,China,SUV,Electric
4170.0,Giza,Sheikh Zayed Traffic Unit,BYD,Yuan up,,,,1.0,,1.0,China,SUV,Electric
4171.0,Giza,Sheikh Zayed Traffic Unit,BYD,SONG L,,,,1.0,,1.0,China,SUV,Electric
4172.0,Giza,Sheikh Zayed Traffic Unit,BYD,song plus,,,,1.0,,1.0,China,SUV,Plug-in Hybrid
4173.0,Giza,Sheikh Zayed Traffic Unit,DFSK,E5,,,,,9.0,9.0,China,SUV,Electric
4174.0,Giza,Sheikh Zayed Traffic Unit,DFSK,E5 PLUS,,,,,2.0,2.0,China,SUV,Electric
4175.0,Giza,Sheikh Zayed Traffic Unit,Mitsubishi,Eclipse,,,,3.0,,3.0,Japan,Coupe,Petrol
4176.0,Giza,Sheikh Zayed Traffic Unit,Mitsubishi,XPANDER CROSS,,,1.0,1.0,,2.0,Japan,Minivan,Petrol
4177.0,Giza,Sheikh Zayed Traffic Unit,Mitsubishi,Atraj,,,,2.0,,2.0,Japan,Sedan,Petrol
4178.0,Giza,Sheikh Zayed Traffic Unit,Mitsubishi,Eclipse Cross,,,,1.0,,1.0,Japan,SUV,Petrol
4179.0,Giza,Sheikh Zayed Traffic Unit,Mitsubishi,Mirage,,,,1.0,,1.0,Japan,Hatchback,Petrol
4180.0,Giza,Sheikh Zayed Traffic Unit,Mitsubishi,Outlander,,,,,1.0,1.0,Japan,SUV,Petrol
4181.0,Giza,Sheikh Zayed Traffic Unit,Deepal,S05,,,,,8.0,8.0,China,SUV,Electric
4182.0,Giza,Sheikh Zayed Traffic Unit,Deepal,G318,,,,1.0,,1.0,China,SUV,Electric
4183.0,Giza,Sheikh Zayed Traffic Unit,BAIC,U5 PLUS,,,,,7.0,7.0,China,Sedan,Petrol
4184.0,Giza,Sheikh Zayed Traffic Unit,BAIC,x7,,,,1.0,,1.0,China,SUV,Petrol
4185.0,Giza,Sheikh Zayed Traffic Unit,BAIC,X55,,,,1.0,,1.0,China,SUV,Petrol
4186.0,Giza,Sheikh Zayed Traffic Unit,Citroën,C4X,,,,,6.0,6.0,France,Sedan,Petrol
4187.0,Giza,Sheikh Zayed Traffic Unit,Citroën,C5,,,,,3.0,3.0,France,Sedan,Electric
4188.0,Giza,Sheikh Zayed Traffic Unit,Audi,Q7,,,,2.0,,2.0,Germany,SUV,Diesel
4189.0,Giza,Sheikh Zayed Traffic Unit,Audi,Q3,,,,1.0,1.0,2.0,Germany,SUV,Petrol
4190.0,Giza,Sheikh Zayed Traffic Unit,Audi,A5,,,,2.0,,2.0,Germany,Coupe,Petrol
4191.0,Giza,Sheikh Zayed Traffic Unit,Audi,Q2,,,1.0,,1.0,2.0,Germany,SUV,Petrol
4192.0,Giza,Sheikh Zayed Traffic Unit,GAC,EMPOW,,,,1.0,4.0,5.0,China,Sedan,Petrol
4193.0,Giza,Sheikh Zayed Traffic Unit,GAC,GS4 MAX,,,,,2.0,2.0,China,SUV,Petrol
4194.0,Giza,Sheikh Zayed Traffic Unit,GAC,GS3 EMZOOM,,,,1.0,,1.0,China,SUV,Petrol
4195.0,Giza,Sheikh Zayed Traffic Unit,Keeway,,,,,4.0,4.0,8.0,China,,Petrol
4196.0,Giza,Sheikh Zayed Traffic Unit,TVS,STAR HLX 150,,,,,6.0,6.0,India,Motorcycle,Petrol
4197.0,Giza,Sheikh Zayed Traffic Unit,TVS,Apache RTR 160,,,,,1.0,1.0,India,Motorcycle,Petrol
4198.0,Giza,Sheikh Zayed Traffic Unit,TVS,HLX 15DS,,,,,1.0,1.0,India,Motorcycle,Petrol
4199.0,Giza,Sheikh Zayed Traffic Unit,Zeekr,7X,,,,,7.0,7.0,China,SUV,Electric
4200.0,Giza,Sheikh Zayed Traffic Unit,Cobra,TERRAMAR,,,,3.0,1.0,4.0,China,SUV,Petrol
4201.0,Giza,Sheikh Zayed Traffic Unit,Cobra,Leon,,,,,3.0,3.0,China,Hatchback,Petrol
4202.0,Giza,Sheikh Zayed Traffic Unit,Changan,CS55 PLUS,,,,,3.0,3.0,China,SUV,Petrol
4203.0,Giza,Sheikh Zayed Traffic Unit,Changan,Eado,,1.0,,,1.0,2.0,China,Sedan,Petrol
4204.0,Giza,Sheikh Zayed Traffic Unit,Changan,UNI-V,,,,,1.0,1.0,China,Sedan,Petrol
4205.0,Giza,Sheikh Zayed Traffic Unit,Fiat,x500,,,,,6.0,6.0,Italy,SUV,Petrol
4206.0,Giza,Sheikh Zayed Traffic Unit,Dayun,200,,,,1.0,2.0,3.0,China,Motorcycle,Petrol
4207.0,Giza,Sheikh Zayed Traffic Unit,Dayun,150,,,,,2.0,2.0,China,Motorcycle,Electric
4208.0,Giza,Sheikh Zayed Traffic Unit,Dayun,dy4,,,,,1.0,1.0,China,Motorcycle,Electric
4209.0,Giza,Sheikh Zayed Traffic Unit,SYM,SYM 200,,,,3.0,1.0,4.0,Taiwan,Motorcycle,Petrol
4210.0,Giza,Sheikh Zayed Traffic Unit,SYM,Scooter,,,,,1.0,1.0,Taiwan,Motorcycle,Electric
4211.0,Giza,Sheikh Zayed Traffic Unit,ROX,1,,,,4.0,,4.0,China,SUV,Electric
4212.0,Giza,Sheikh Zayed Traffic Unit,Lifan,LF150T-8G,,,,4.0,,4.0,China,Motorcycle,Petrol
4213.0,Giza,Sheikh Zayed Traffic Unit,Geely,M Grand,,,,,2.0,2.0,China,Sedan,Petrol
4214.0,Giza,Sheikh Zayed Traffic Unit,Geely,coolray,,,,,2.0,2.0,China,SUV,Petrol
4215.0,Giza,Sheikh Zayed Traffic Unit,CMG,CMG,,,,3.0,1.0,4.0,China,Motorcycle,Electric
4216.0,Giza,Sheikh Zayed Traffic Unit,Exeed,VX,,,,3.0,,3.0,China,SUV,Petrol
4217.0,Giza,Sheikh Zayed Traffic Unit,Exeed,RX,,,,,1.0,1.0,China,SUV,Petrol
4218.0,Giza,Sheikh Zayed Traffic Unit,Volvo,xc90,,,,,2.0,2.0,Sweden,SUV,Diesel
4219.0,Giza,Sheikh Zayed Traffic Unit,Volvo,ex30,,,,,1.0,1.0,Sweden,SUV,Electric
4220.0,Giza,Sheikh Zayed Traffic Unit,Volvo,XC40,,,,,1.0,1.0,Sweden,SUV,Petrol
4221.0,Giza,Sheikh Zayed Traffic Unit,Suzuki,Baleno,,,,,2.0,2.0,Japan,Hatchback,Petrol
4222.0,Giza,Sheikh Zayed Traffic Unit,Suzuki,Grand Vitara,,,1.0,,,1.0,Japan,SUV,Petrol
4223.0,Giza,Sheikh Zayed Traffic Unit,Suzuki,Swift.,,,,,1.0,1.0,Japan,Hatchback,Electric
4224.0,Giza,Sheikh Zayed Traffic Unit,SEAT,Leon,,,,,3.0,3.0,Spain,Hatchback,Petrol
4225.0,Giza,Sheikh Zayed Traffic Unit,SEAT,Ibiza,,,,,1.0,1.0,Spain,Hatchback,Petrol
4226.0,Giza,Sheikh Zayed Traffic Unit,IM,IM6,,,,,2.0,2.0,China,Sedan,Electric
4227.0,Giza,Sheikh Zayed Traffic Unit,IM,LS7,,,,1.0,,1.0,China,SUV,Electric
4228.0,Giza,Sheikh Zayed Traffic Unit,Xiaomi,YU7,,,,3.0,,3.0,China,SUV,Electric
4229.0,Giza,Sheikh Zayed Traffic Unit,BAIC,BJ30e,,,,,3.0,3.0,China,SUV,Electric
4230.0,Giza,Sheikh Zayed Traffic Unit,Bajaj,Boxer,,,,1.0,2.0,3.0,India,Motorcycle,Electric
4231.0,Giza,Sheikh Zayed Traffic Unit,MINI,C,,,,,2.0,2.0,Germany,Hatchback,Petrol
4232.0,Giza,Sheikh Zayed Traffic Unit,MINI,Countryman c,,,,,1.0,1.0,Germany,SUV,Petrol
4233.0,Giza,Sheikh Zayed Traffic Unit,JAC,js2,,,,,3.0,3.0,China,SUV,Electric
4234.0,Giza,Sheikh Zayed Traffic Unit,Li Auto,L6,,,,3.0,,3.0,China,SUV,Electric
4235.0,Giza,Sheikh Zayed Traffic Unit,Zontes,368,,,,,1.0,1.0,China,Motorcycle,Petrol
4236.0,Giza,Sheikh Zayed Traffic Unit,Zontes,310,,,,1.0,,1.0,China,Motorcycle,Petrol
4237.0,Giza,Sheikh Zayed Traffic Unit,Higer,,,,,2.0,,2.0,China,,Electric
4238.0,Giza,Sheikh Zayed Traffic Unit,MG,G50 plus,,,,,1.0,1.0,China,Minivan,Petrol
4239.0,Giza,Sheikh Zayed Traffic Unit,MG,MG5,,,,,1.0,1.0,China,Sedan,Petrol
4240.0,Giza,Sheikh Zayed Traffic Unit,KGM,TORRES,,,,,1.0,1.0,South Korea,SUV,Petrol
4241.0,Giza,Sheikh Zayed Traffic Unit,KGM,ACTYON,,,,,1.0,1.0,South Korea,SUV,Petrol
4242.0,Giza,Sheikh Zayed Traffic Unit,Land Rover,Autobiography,,,,1.0,,1.0,UK,SUV,Diesel
4243.0,Giza,Sheikh Zayed Traffic Unit,Land Rover,VELAR,,,,1.0,,1.0,UK,SUV,Diesel
4244.0,Giza,Sheikh Zayed Traffic Unit,Avatr,12,,,,1.0,,1.0,China,Sedan,Electric
4245.0,Giza,Sheikh Zayed Traffic Unit,Avatr,11,,,,,1.0,1.0,China,SUV,Electric
4246.0,Giza,Sheikh Zayed Traffic Unit,Opel,Mocha,,,,,1.0,1.0,Germany,SUV,Petrol
4247.0,Giza,Sheikh Zayed Traffic Unit,Opel,Corsa,,,,,1.0,1.0,Germany,Hatchback,Petrol
4248.0,Giza,Sheikh Zayed Traffic Unit,Haval,jolion,,,,1.0,,1.0,China,SUV,Petrol
4249.0,Giza,Sheikh Zayed Traffic Unit,Haval,H6,,,,,1.0,1.0,China,SUV,Petrol
4250.0,Giza,Sheikh Zayed Traffic Unit,Dongfeng,7,,,,1.0,,1.0,China,Sedan,Electric
4251.0,Giza,Sheikh Zayed Traffic Unit,Changan,CS55 PLUS,,,,,1.0,1.0,China,SUV,Petrol
4252.0,Giza,Sheikh Zayed Traffic Unit,Vespa,GTS,1.0,,,,,1.0,Italy,Motorcycle,Petrol
4253.0,Giza,Sheikh Zayed Traffic Unit,Ankai,200,1.0,,,,,1.0,China,Bus,Petrol
4254.0,Giza,Sheikh Zayed Traffic Unit,Jieda,,,,1.0,,,1.0,China,,Petrol
4255.0,Giza,Sheikh Zayed Traffic Unit,Alfa Romeo,Julia,,,,,1.0,1.0,Italy,Sedan,Petrol
4256.0,Giza,Sheikh Zayed Traffic Unit,Avatr,12,,,,1.0,,1.0,China,Sedan,Electric
4257.0,Giza,Sheikh Zayed Traffic Unit,Proton,Saga,,,,,1.0,1.0,Malaysia,Sedan,Petrol
4258.0,Giza,Sheikh Zayed Traffic Unit,DS,7,,,,1.0,,1.0,France,SUV,Petrol
4259.0,Giza,Sheikh Zayed Traffic Unit,PNE,,,,,1.0,,1.0,China,,Petrol
4260.0,Giza,Sheikh Zayed Traffic Unit,Dongfeng,FORTHING T5 EVO,1.0,,,,,1.0,China,SUV,Petrol
4261.0,Giza,Sheikh Zayed Traffic Unit,KYC,V3,,,,,1.0,1.0,China,Pickup,Petrol
4262.0,Giza,Sheikh Zayed Traffic Unit,Rolls-Royce,Ghost,,,,,1.0,1.0,UK,Sedan,Petrol
4263.0,Giza,Sheikh Zayed Traffic Unit,JAC,Js2 smart,,,,,1.0,1.0,China,SUV,Electric
4264.0,Giza,Sheikh Zayed Traffic Unit,Lynk & Co,6,,,,,1.0,1.0,China,Sedan,Petrol
4265.0,Giza,Sheikh Zayed Traffic Unit,Porsche,Cayenne coupe,,,,1.0,,1.0,Germany,SUV,Petrol
4266.0,Giza,Sheikh Zayed Traffic Unit,Hongqi,hs3,,,,,1.0,1.0,China,SUV,Petrol
4267.0,Giza,Sheikh Zayed Traffic Unit,XPeng,G9,,,,1.0,,1.0,China,SUV,Electric
4268.0,Giza,Dokki Traffic Unit,Nissan,Sunny,,,,,50.0,50.0,Japan,Sedan,Petrol
4269.0,Giza,Dokki Traffic Unit,Nissan,Centra,,,,,6.0,6.0,Japan,Sedan,Petrol
4270.0,Giza,Dokki Traffic Unit,Nissan,Qashqai,,,,,3.0,3.0,Japan,SUV,Petrol
4271.0,Giza,Dokki Traffic Unit,Nissan,juke. juke,,,,,1.0,1.0,Japan,SUV,Electric
4272.0,Giza,Dokki Traffic Unit,Mercedes-Benz,E200,,,,1.0,8.0,9.0,Germany,Sedan,Petrol
4273.0,Giza,Dokki Traffic Unit,Mercedes-Benz,C-180,,,1.0,4.0,3.0,8.0,Germany,Sedan,Electric
4274.0,Giza,Dokki Traffic Unit,Mercedes-Benz,GLC200,,,,1.0,5.0,6.0,Germany,SUV,Petrol
4275.0,Giza,Dokki Traffic Unit,Mercedes-Benz,GLE450,,,,6.0,,6.0,Germany,SUV,Petrol
4276.0,Giza,Dokki Traffic Unit,Mercedes-Benz,GLA200,,,,1.0,3.0,4.0,Germany,SUV,Petrol
4277.0,Giza,Dokki Traffic Unit,Mercedes-Benz,C200,,1.0,,1.0,1.0,3.0,Germany,Sedan,Petrol
4278.0,Giza,Dokki Traffic Unit,Mercedes-Benz,CLA200,,,,,2.0,2.0,Germany,Sedan,Petrol
4279.0,Giza,Dokki Traffic Unit,Mercedes-Benz,glc300,,,1.0,1.0,,2.0,Germany,SUV,Petrol
4280.0,Giza,Dokki Traffic Unit,Mercedes-Benz,gls580,,,,2.0,,2.0,Germany,SUV,Electric
4281.0,Giza,Dokki Traffic Unit,Mercedes-Benz,CLE 200,,,,,1.0,1.0,Germany,Coupe,Petrol
4282.0,Giza,Dokki Traffic Unit,Mercedes-Benz,B200,,,,,1.0,1.0,Germany,Hatchback,Petrol
4283.0,Giza,Dokki Traffic Unit,Mercedes-Benz,V-Class,,,,1.0,,1.0,Germany,Van,Petrol
4284.0,Giza,Dokki Traffic Unit,Mercedes-Benz,GLB200,,,,1.0,,1.0,Germany,SUV,Petrol
4285.0,Giza,Dokki Traffic Unit,Mercedes-Benz,EQA 260,,,,1.0,,1.0,Germany,SUV,Electric
4286.0,Giza,Dokki Traffic Unit,Mercedes-Benz,EQE 500,,,1.0,,,1.0,Germany,Sedan,Electric
4287.0,Giza,Dokki Traffic Unit,Hyundai,Elantra,,,,1.0,12.0,13.0,South Korea,Sedan,Petrol
4288.0,Giza,Dokki Traffic Unit,Hyundai,Tucson NX4,,,,,6.0,6.0,South Korea,SUV,Petrol
4289.0,Giza,Dokki Traffic Unit,Hyundai,Elantra AD,,,,,6.0,6.0,South Korea,Sedan,Petrol
4290.0,Giza,Dokki Traffic Unit,Hyundai,Tucson,,1.0,1.0,,1.0,3.0,South Korea,SUV,Petrol
4291.0,Giza,Dokki Traffic Unit,Hyundai,Accent RB,,,,,3.0,3.0,South Korea,Sedan,Electric
4292.0,Giza,Dokki Traffic Unit,Hyundai,Accent,,,,,2.0,2.0,South Korea,Sedan,Petrol
4293.0,Giza,Dokki Traffic Unit,Hyundai,staria,,,,1.0,,1.0,South Korea,Van,Electric
4293.0,Giza,Dokki Traffic Unit,Hyundai,staria,,,,1.0,,1.0,South Korea,Van,Petrol
4294.0,Giza,Dokki Traffic Unit,Hyundai,I 30,,,,,1.0,1.0,South Korea,Hatchback,Petrol
4295.0,Giza,Dokki Traffic Unit,Gator,DASHING,,,,,10.0,10.0,USA,SUV,Petrol
4296.0,Giza,Dokki Traffic Unit,Gator,T-2,,,,,9.0,9.0,USA,SUV,Petrol
4297.0,Giza,Dokki Traffic Unit,Gator,T1,,,,,5.0,5.0,USA,SUV,Petrol
4298.0,Giza,Dokki Traffic Unit,Gator,Dashing,,,,,3.0,3.0,USA,SUV,Petrol
4299.0,Giza,Dokki Traffic Unit,Gator,X70 FL,,,,,3.0,3.0,USA,SUV,Petrol
4300.0,Giza,Dokki Traffic Unit,Gator,X90 PLUS,,,,,2.0,2.0,USA,SUV,Petrol
4301.0,Giza,Dokki Traffic Unit,Gator,x70,,,,,2.0,2.0,USA,SUV,Petrol
4302.0,Giza,Dokki Traffic Unit,Gator,T2,,,,,1.0,1.0,USA,SUV,Petrol
4303.0,Giza,Dokki Traffic Unit,MG,5,,,1.0,,10.0,11.0,China,Sedan,Electric
4304.0,Giza,Dokki Traffic Unit,MG,ZS,,,,,9.0,9.0,China,SUV,Petrol
4305.0,Giza,Dokki Traffic Unit,MG,GT,,,,,7.0,7.0,China,Sedan,Petrol
4306.0,Giza,Dokki Traffic Unit,MG,7,,,,1.0,2.0,3.0,China,Sedan,Petrol
4307.0,Giza,Dokki Traffic Unit,MG,RX5,,,,,2.0,2.0,China,SUV,Petrol
4308.0,Giza,Dokki Traffic Unit,MG,one,,,,,1.0,1.0,China,SUV,Petrol
4309.0,Giza,Dokki Traffic Unit,MG,HS,,,,,1.0,1.0,China,SUV,Petrol
4310.0,Giza,Dokki Traffic Unit,Chery,Tiggo 4 Pro,,,,1.0,5.0,6.0,China,SUV,Petrol
4311.0,Giza,Dokki Traffic Unit,Chery,Arrizo 5,,,,,6.0,6.0,China,Sedan,Petrol
4312.0,Giza,Dokki Traffic Unit,Chery,Tejo7,,,,,6.0,6.0,China,SUV,Petrol
4313.0,Giza,Dokki Traffic Unit,Chery,Tego 8,,,,,2.0,2.0,China,SUV,Petrol
4314.0,Giza,Dokki Traffic Unit,Chery,Tiggo 7 pro max,,,,,2.0,2.0,China,SUV,Petrol
4315.0,Giza,Dokki Traffic Unit,Chery,Arrizo 8,,,,,1.0,1.0,China,Sedan,Petrol
4316.0,Giza,Dokki Traffic Unit,Chery,Tiggo 8 Pro Max,,,,,1.0,1.0,China,SUV,Petrol
4317.0,Giza,Dokki Traffic Unit,Peugeot,5008,,,,,9.0,9.0,France,SUV,Diesel
4318.0,Giza,Dokki Traffic Unit,Peugeot,408,,,,,7.0,7.0,France,Sedan,Petrol
4319.0,Giza,Dokki Traffic Unit,Peugeot,3008,,,,1.0,4.0,5.0,France,SUV,Petrol
4320.0,Giza,Dokki Traffic Unit,Peugeot,2008,,,,,2.0,2.0,France,SUV,Petrol
4321.0,Giza,Dokki Traffic Unit,Kia,Sportage,,2.0,1.0,1.0,8.0,12.0,South Korea,SUV,Petrol
4322.0,Giza,Dokki Traffic Unit,Kia,Sorrento,,2.0,3.0,2.0,,7.0,South Korea,SUV,Petrol
4323.0,Giza,Dokki Traffic Unit,Kia,Carnival,,,,1.0,,1.0,South Korea,Minivan,Diesel
4324.0,Giza,Dokki Traffic Unit,Kia,Seltos,,,,,1.0,1.0,South Korea,SUV,Petrol
4325.0,Giza,Dokki Traffic Unit,SouEast,S05,,,,,9.0,9.0,China,SUV,Petrol
4326.0,Giza,Dokki Traffic Unit,SouEast,S07,,,,,5.0,5.0,China,SUV,Petrol
4327.0,Giza,Dokki Traffic Unit,SouEast,S06,,,,,3.0,3.0,China,SUV,Petrol
4328.0,Giza,Dokki Traffic Unit,Toyota,Corolla,,,,1.0,9.0,10.0,Japan,Sedan,Petrol
4329.0,Giza,Dokki Traffic Unit,Toyota,Fortuner,,,,,2.0,2.0,Japan,SUV,Diesel
4330.0,Giza,Dokki Traffic Unit,Toyota,bZ3X,,,,1.0,,1.0,Japan,SUV,Electric
4331.0,Giza,Dokki Traffic Unit,Toyota,Four times,,,,,1.0,1.0,Japan,SUV,Petrol
4332.0,Giza,Dokki Traffic Unit,Škoda,Kodiak,,,,2.0,6.0,8.0,Czech Republic,SUV,Petrol
4333.0,Giza,Dokki Traffic Unit,Škoda,Octavia,,,,1.0,4.0,5.0,Czech Republic,Sedan,Electric
4334.0,Giza,Dokki Traffic Unit,Chevrolet,Optra,,,,,9.0,9.0,USA,Sedan,Petrol
4335.0,Giza,Dokki Traffic Unit,Chevrolet,Captiva,,,,1.0,,1.0,USA,SUV,Petrol
4336.0,Giza,Dokki Traffic Unit,Chevrolet,Optra LT,,,,,1.0,1.0,USA,Sedan,Petrol
4337.0,Giza,Dokki Traffic Unit,Renault,AUSTRAL,,,,,5.0,5.0,France,SUV,Petrol
4338.0,Giza,Dokki Traffic Unit,Renault,Duster,,,,,2.0,2.0,France,SUV,Petrol
4339.0,Giza,Dokki Traffic Unit,Renault,kardian,,,,,2.0,2.0,France,SUV,Petrol
4340.0,Giza,Dokki Traffic Unit,Renault,Megan,,,,,1.0,1.0,France,Sedan,Petrol
4341.0,Giza,Dokki Traffic Unit,Renault,Taliant,,,,,1.0,1.0,France,Sedan,Petrol
4342.0,Giza,Dokki Traffic Unit,Volkswagen,Tiguan,,,1.0,1.0,5.0,7.0,Germany,SUV,Petrol
4343.0,Giza,Dokki Traffic Unit,Volkswagen,TAYRON,,,,,2.0,2.0,Germany,SUV,Diesel
4344.0,Giza,Dokki Traffic Unit,Volkswagen,Golf,,,,1.0,,1.0,Germany,Hatchback,Petrol
4345.0,Giza,Dokki Traffic Unit,DFSK,E5,,,,,7.0,7.0,China,SUV,Electric
4346.0,Giza,Dokki Traffic Unit,DFSK,E5 PLUS,,,,,1.0,1.0,China,SUV,Electric
4347.0,Giza,Dokki Traffic Unit,Fiat,x500,,,,,8.0,8.0,Italy,SUV,Petrol
4348.0,Giza,Dokki Traffic Unit,Citroën,C4X,,,,1.0,3.0,4.0,France,Sedan,Petrol
4349.0,Giza,Dokki Traffic Unit,Citroën,C5,,,,,2.0,2.0,France,Sedan,Electric
4350.0,Giza,Dokki Traffic Unit,Citroën,C4,,,,,1.0,1.0,France,Hatchback,Petrol
4351.0,Giza,Dokki Traffic Unit,BYD,TANG L,,,,2.0,,2.0,China,SUV,Electric
4352.0,Giza,Dokki Traffic Unit,BYD,Yuan up,,,,1.0,,1.0,China,SUV,Electric
4353.0,Giza,Dokki Traffic Unit,BYD,TANG,,,1.0,,,1.0,China,SUV,Plug-in Hybrid
4354.0,Giza,Dokki Traffic Unit,BYD,SONG L,,,,1.0,,1.0,China,SUV,Electric
4355.0,Giza,Dokki Traffic Unit,BYD,F3,,,,1.0,,1.0,China,Sedan,Petrol
4356.0,Giza,Dokki Traffic Unit,BYD,song plus,,,,1.0,,1.0,China,SUV,Plug-in Hybrid
4357.0,Giza,Dokki Traffic Unit,BMW,X6,,,1.0,,1.0,2.0,Germany,SUV,Petrol
4358.0,Giza,Dokki Traffic Unit,BMW,320I,,,,,2.0,2.0,Germany,Sedan,Petrol
4359.0,Giza,Dokki Traffic Unit,BMW,218,,,,,1.0,1.0,Germany,Sedan,Petrol
4360.0,Giza,Dokki Traffic Unit,BMW,520I,,,,,1.0,1.0,Germany,Sedan,Petrol
4361.0,Giza,Dokki Traffic Unit,Mitsubishi,ECLIPSE,,,,3.0,,3.0,Japan,Coupe,Petrol
4362.0,Giza,Dokki Traffic Unit,Mitsubishi,Eclipse,,,,1.0,,1.0,Japan,Coupe,Petrol
4363.0,Giza,Dokki Traffic Unit,Mitsubishi,Eclipse Cross,,,,,1.0,1.0,Japan,SUV,Petrol
4364.0,Giza,Dokki Traffic Unit,Mitsubishi,XPANDER,,,,,1.0,1.0,Japan,Minivan,Petrol
4365.0,Giza,Dokki Traffic Unit,BAIC,U5 PLUS,,,,,5.0,5.0,China,Sedan,Petrol
4366.0,Giza,Dokki Traffic Unit,BAIC,x7,,,,,1.0,1.0,China,SUV,Petrol
4367.0,Giza,Dokki Traffic Unit,Deepal,S05,,,,,5.0,5.0,China,SUV,Electric
4368.0,Giza,Dokki Traffic Unit,Deepal,S07,,,,,1.0,1.0,China,SUV,Electric
4369.0,Giza,Dokki Traffic Unit,Zeekr,7X,,,,1.0,2.0,3.0,China,SUV,Electric
4370.0,Giza,Dokki Traffic Unit,Zeekr,MIX,,,1.0,,,1.0,China,Minivan,Electric
4371.0,Giza,Dokki Traffic Unit,Zeekr,9,,,,1.0,,1.0,China,SUV,Electric
4372.0,Giza,Dokki Traffic Unit,Alfa Romeo,TONALE VELOCE,,,3.0,,,3.0,Italy,SUV,Petrol
4373.0,Giza,Dokki Traffic Unit,Alfa Romeo,STELVIO,,,,1.0,,1.0,Italy,SUV,Petrol
4374.0,Giza,Dokki Traffic Unit,Alfa Romeo,Julia,,,,1.0,,1.0,Italy,Sedan,Petrol
4375.0,Giza,Dokki Traffic Unit,Dongfeng,8,,,,2.0,,2.0,China,Sedan,Electric
4376.0,Giza,Dokki Traffic Unit,Dongfeng,7,,,,2.0,,2.0,China,Sedan,Electric
4377.0,Giza,Dokki Traffic Unit,Haval,H7,,,,,3.0,3.0,China,SUV,Petrol
4378.0,Giza,Dokki Traffic Unit,Haval,H6,,,,,1.0,1.0,China,SUV,Petrol
4379.0,Giza,Dokki Traffic Unit,Geely,Emgrand,,,,,2.0,2.0,China,Sedan,Petrol
4380.0,Giza,Dokki Traffic Unit,Geely,Coolray,,,,,1.0,1.0,China,SUV,Petrol
4381.0,Giza,Dokki Traffic Unit,Geely,M Grand,,,,,1.0,1.0,China,Sedan,Petrol
4382.0,Giza,Dokki Traffic Unit,Changan,CS55 PLUS,,,,,2.0,2.0,China,SUV,Petrol
4383.0,Giza,Dokki Traffic Unit,Changan,Eado,,,,,1.0,1.0,China,Sedan,Petrol
4384.0,Giza,Dokki Traffic Unit,Exeed,RX,,,,2.0,1.0,3.0,China,SUV,Petrol
4385.0,Giza,Dokki Traffic Unit,Proton,Saga,,,,1.0,2.0,3.0,Malaysia,Sedan,Petrol
4386.0,Giza,Dokki Traffic Unit,Land Rover,Sport,,,1.0,,,1.0,UK,SUV,Diesel
4387.0,Giza,Dokki Traffic Unit,Land Rover,EVOQUE P160,,,,1.0,,1.0,UK,SUV,Diesel
4388.0,Giza,Dokki Traffic Unit,Land Rover,evoque,,,,,1.0,1.0,UK,SUV,Diesel
4389.0,Giza,Dokki Traffic Unit,ROX,1,,,,2.0,1.0,3.0,China,SUV,Electric
4390.0,Giza,Dokki Traffic Unit,JAC,js2,,,,,3.0,3.0,China,SUV,Electric
4391.0,Giza,Dokki Traffic Unit,Cobra,Leon,,,,,2.0,2.0,China,Hatchback,Petrol
4392.0,Giza,Dokki Traffic Unit,Cobra,TERRAMAR,,,,,1.0,1.0,China,SUV,Petrol
4393.0,Giza,Dokki Traffic Unit,Audi,A3,,,,,1.0,1.0,Germany,Sedan,Petrol
4394.0,Giza,Dokki Traffic Unit,Audi,Q8,,,,1.0,,1.0,Germany,SUV,Petrol
4395.0,Giza,Dokki Traffic Unit,Audi,Q3,,,,,1.0,1.0,Germany,SUV,Petrol
4396.0,Giza,Dokki Traffic Unit,SEAT,Leon,,,,,1.0,1.0,Spain,Hatchback,Petrol
4397.0,Giza,Dokki Traffic Unit,SEAT,Ibiza,,,,,1.0,1.0,Spain,Hatchback,Petrol
4398.0,Giza,Dokki Traffic Unit,Hongqi,hs3,,,,,2.0,2.0,China,SUV,Petrol
